"","metric","level","levelName","vName","value","rank_overall","rank_byLevel"
"2242","degree_total1",3,"Generalised functions","Public health",68,12,1
"2243","degree_up2",3,"Generalised functions","Public health",10,107,14
"2244","degree_up3",3,"Generalised functions","Public health",0,12,1
"2245","degree_down2",3,"Generalised functions","Public health",1571,1,1
"2246","degree_down3",3,"Generalised functions","Public health",0,23,1
"2247","nodeDegree_up1",3,"Generalised functions","Public health",3,34,7
"2248","nodeDegree_down1",3,"Generalised functions","Public health",65,11,1
"2249","nodeDegree_total1",3,"Generalised functions","Public health",68,12,1
"2250","nodeDegree_up2",3,"Generalised functions","Public health",6,32,3
"2251","nodeDegree_up3",3,"Generalised functions","Public health",0,12,1
"2252","nodeDegree_up4",3,"Generalised functions","Public health",0,4,1
"2253","nodeDegree_down2",3,"Generalised functions","Public health",222,1,1
"2254","nodeDegree_down3",3,"Generalised functions","Public health",0,20,1
"2255","nodeDegree_down4",3,"Generalised functions","Public health",0,6,1
"2256","degree_up1",3,"Generalised functions","Recreational activities",2,35,8
"2257","degree_down1",3,"Generalised functions","Recreational activities",10,46,20
"2258","degree_total1",3,"Generalised functions","Recreational activities",12,51,19
"2259","degree_up2",3,"Generalised functions","Recreational activities",9,108,15
"2260","degree_up3",3,"Generalised functions","Recreational activities",0,12,1
"2261","degree_down2",3,"Generalised functions","Recreational activities",461,14,14
"2262","degree_down3",3,"Generalised functions","Recreational activities",0,23,1
"2263","nodeDegree_up1",3,"Generalised functions","Recreational activities",2,35,8
"2264","nodeDegree_down1",3,"Generalised functions","Recreational activities",10,46,20
"2265","nodeDegree_total1",3,"Generalised functions","Recreational activities",12,51,19
"2266","nodeDegree_up2",3,"Generalised functions","Recreational activities",8,30,1
"2267","nodeDegree_up3",3,"Generalised functions","Recreational activities",0,12,1
"2268","nodeDegree_up4",3,"Generalised functions","Recreational activities",0,4,1
"2269","nodeDegree_down2",3,"Generalised functions","Recreational activities",130,20,18
"2270","nodeDegree_down3",3,"Generalised functions","Recreational activities",0,20,1
"2271","nodeDegree_down4",3,"Generalised functions","Recreational activities",0,6,1
"2272","degree_up1",3,"Generalised functions","Road conditions and safety",2,35,8
"2273","degree_down1",3,"Generalised functions","Road conditions and safety",19,37,12
"2274","degree_total1",3,"Generalised functions","Road conditions and safety",21,42,13
"2275","degree_up2",3,"Generalised functions","Road conditions and safety",7,110,17
"2276","degree_up3",3,"Generalised functions","Road conditions and safety",0,12,1
"2277","degree_down2",3,"Generalised functions","Road conditions and safety",180,34,25
"2278","degree_down3",3,"Generalised functions","Road conditions and safety",0,23,1
"2279","nodeDegree_up1",3,"Generalised functions","Road conditions and safety",2,35,8
"2280","nodeDegree_down1",3,"Generalised functions","Road conditions and safety",19,37,12
"2281","nodeDegree_total1",3,"Generalised functions","Road conditions and safety",21,42,13
"2282","nodeDegree_up2",3,"Generalised functions","Road conditions and safety",7,31,2
"2283","nodeDegree_up3",3,"Generalised functions","Road conditions and safety",0,12,1
"2284","nodeDegree_up4",3,"Generalised functions","Road conditions and safety",0,4,1
"2285","nodeDegree_down2",3,"Generalised functions","Road conditions and safety",84,34,25
"2286","nodeDegree_down3",3,"Generalised functions","Road conditions and safety",0,20,1
"2287","nodeDegree_down4",3,"Generalised functions","Road conditions and safety",0,6,1
"2288","degree_up1",3,"Generalised functions","Sanitation provision",3,34,7
"2289","degree_down1",3,"Generalised functions","Sanitation provision",15,41,15
"2290","degree_total1",3,"Generalised functions","Sanitation provision",18,45,15
"2291","degree_up2",3,"Generalised functions","Sanitation provision",8,109,16
"2292","degree_up3",3,"Generalised functions","Sanitation provision",0,12,1
"2293","degree_down2",3,"Generalised functions","Sanitation provision",317,21,19
"2294","degree_down3",3,"Generalised functions","Sanitation provision",0,23,1
"2295","nodeDegree_up1",3,"Generalised functions","Sanitation provision",3,34,7
"2296","nodeDegree_down1",3,"Generalised functions","Sanitation provision",15,41,15
"2297","nodeDegree_total1",3,"Generalised functions","Sanitation provision",18,45,15
"2298","nodeDegree_up2",3,"Generalised functions","Sanitation provision",5,33,4
"2299","nodeDegree_up3",3,"Generalised functions","Sanitation provision",0,12,1
"2300","nodeDegree_up4",3,"Generalised functions","Sanitation provision",0,4,1
"2301","nodeDegree_down2",3,"Generalised functions","Sanitation provision",200,8,8
"2302","nodeDegree_down3",3,"Generalised functions","Sanitation provision",0,20,1
"2303","nodeDegree_down4",3,"Generalised functions","Sanitation provision",0,6,1
"2304","degree_up1",3,"Generalised functions","Social interaction",4,33,6
"2305","degree_down1",3,"Generalised functions","Social interaction",16,40,14
"2306","degree_total1",3,"Generalised functions","Social interaction",20,43,14
"2307","degree_up2",3,"Generalised functions","Social interaction",18,99,7
"2308","degree_up3",3,"Generalised functions","Social interaction",0,12,1
"2309","degree_down2",3,"Generalised functions","Social interaction",643,6,6
"2310","degree_down3",3,"Generalised functions","Social interaction",0,23,1
"2311","nodeDegree_up1",3,"Generalised functions","Social interaction",4,33,6
"2312","nodeDegree_down1",3,"Generalised functions","Social interaction",16,40,14
"2313","nodeDegree_total1",3,"Generalised functions","Social interaction",20,43,14
"2314","nodeDegree_up2",3,"Generalised functions","Social interaction",8,30,1
"2315","nodeDegree_up3",3,"Generalised functions","Social interaction",0,12,1
"2316","nodeDegree_up4",3,"Generalised functions","Social interaction",0,4,1
"2317","nodeDegree_down2",3,"Generalised functions","Social interaction",208,5,5
"2318","nodeDegree_down3",3,"Generalised functions","Social interaction",0,20,1
"2319","nodeDegree_down4",3,"Generalised functions","Social interaction",0,6,1
"2320","degree_up1",3,"Generalised functions","Societal hazard regulation",9,28,2
"2321","degree_down1",3,"Generalised functions","Societal hazard regulation",15,41,15
"2322","degree_total1",3,"Generalised functions","Societal hazard regulation",24,39,10
"2323","degree_up2",3,"Generalised functions","Societal hazard regulation",31,86,2
"2324","degree_up3",3,"Generalised functions","Societal hazard regulation",0,12,1
"2325","degree_down2",3,"Generalised functions","Societal hazard regulation",96,43,30
"2326","degree_down3",3,"Generalised functions","Societal hazard regulation",0,23,1
"2327","nodeDegree_up1",3,"Generalised functions","Societal hazard regulation",9,28,2
"2328","nodeDegree_down1",3,"Generalised functions","Societal hazard regulation",15,41,15
"2329","nodeDegree_total1",3,"Generalised functions","Societal hazard regulation",24,39,10
"2330","nodeDegree_up2",3,"Generalised functions","Societal hazard regulation",8,30,1
"2331","nodeDegree_up3",3,"Generalised functions","Societal hazard regulation",0,12,1
"2332","nodeDegree_up4",3,"Generalised functions","Societal hazard regulation",0,4,1
"2333","nodeDegree_down2",3,"Generalised functions","Societal hazard regulation",55,43,30
"2334","nodeDegree_down3",3,"Generalised functions","Societal hazard regulation",0,20,1
"2335","nodeDegree_down4",3,"Generalised functions","Societal hazard regulation",0,6,1
"2336","degree_up1",3,"Generalised functions","Technological hazard regulation",5,32,5
"2337","degree_down1",3,"Generalised functions","Technological hazard regulation",17,39,13
"2338","degree_total1",3,"Generalised functions","Technological hazard regulation",22,41,12
"2339","degree_up2",3,"Generalised functions","Technological hazard regulation",15,102,9
"2340","degree_up3",3,"Generalised functions","Technological hazard regulation",0,12,1
"2341","degree_down2",3,"Generalised functions","Technological hazard regulation",138,39,28
"2342","degree_down3",3,"Generalised functions","Technological hazard regulation",0,23,1
"2343","nodeDegree_up1",3,"Generalised functions","Technological hazard regulation",5,32,5
"2344","nodeDegree_down1",3,"Generalised functions","Technological hazard regulation",17,39,13
"2345","nodeDegree_total1",3,"Generalised functions","Technological hazard regulation",22,41,12
"2346","nodeDegree_up2",3,"Generalised functions","Technological hazard regulation",7,31,2
"2347","nodeDegree_up3",3,"Generalised functions","Technological hazard regulation",0,12,1
"2348","nodeDegree_up4",3,"Generalised functions","Technological hazard regulation",0,4,1
"2349","nodeDegree_down2",3,"Generalised functions","Technological hazard regulation",85,33,24
"2350","nodeDegree_down3",3,"Generalised functions","Technological hazard regulation",0,20,1
"2351","nodeDegree_down4",3,"Generalised functions","Technological hazard regulation",0,6,1
"2352","degree_up1",3,"Generalised functions","Tourism",1,36,9
"2353","degree_down1",3,"Generalised functions","Tourism",17,39,13
"2354","degree_total1",3,"Generalised functions","Tourism",18,45,15
"2355","degree_up2",3,"Generalised functions","Tourism",3,114,19
"2356","degree_up3",3,"Generalised functions","Tourism",0,12,1
"2357","degree_down2",3,"Generalised functions","Tourism",510,11,11
"2358","degree_down3",3,"Generalised functions","Tourism",0,23,1
"2359","nodeDegree_up1",3,"Generalised functions","Tourism",1,36,9
"2360","nodeDegree_down1",3,"Generalised functions","Tourism",17,39,13
"2361","nodeDegree_total1",3,"Generalised functions","Tourism",18,45,15
"2362","nodeDegree_up2",3,"Generalised functions","Tourism",3,35,5
"2363","nodeDegree_up3",3,"Generalised functions","Tourism",0,12,1
"2364","nodeDegree_up4",3,"Generalised functions","Tourism",0,4,1
"2365","nodeDegree_down2",3,"Generalised functions","Tourism",153,16,15
"2366","nodeDegree_down3",3,"Generalised functions","Tourism",0,20,1
"2367","nodeDegree_down4",3,"Generalised functions","Tourism",0,6,1
"2368","degree_up1",3,"Generalised functions","Travel (people, not goods)",6,31,4
"2369","degree_down1",3,"Generalised functions","Travel (people, not goods)",21,35,10
"2370","degree_total1",3,"Generalised functions","Travel (people, not goods)",27,36,7
"2371","degree_up2",3,"Generalised functions","Travel (people, not goods)",23,94,5
"2372","degree_up3",3,"Generalised functions","Travel (people, not goods)",0,12,1
"2373","degree_down2",3,"Generalised functions","Travel (people, not goods)",199,31,23
"2374","degree_down3",3,"Generalised functions","Travel (people, not goods)",0,23,1
"2375","nodeDegree_up1",3,"Generalised functions","Travel (people, not goods)",6,31,4
"2376","nodeDegree_down1",3,"Generalised functions","Travel (people, not goods)",21,35,10
"2377","nodeDegree_total1",3,"Generalised functions","Travel (people, not goods)",27,36,7
"2378","nodeDegree_up2",3,"Generalised functions","Travel (people, not goods)",8,30,1
"2379","nodeDegree_up3",3,"Generalised functions","Travel (people, not goods)",0,12,1
"2380","nodeDegree_up4",3,"Generalised functions","Travel (people, not goods)",0,4,1
"2381","nodeDegree_down2",3,"Generalised functions","Travel (people, not goods)",76,37,26
"2382","nodeDegree_down3",3,"Generalised functions","Travel (people, not goods)",0,20,1
"2383","nodeDegree_down4",3,"Generalised functions","Travel (people, not goods)",0,6,1
"2384","degree_up1",3,"Generalised functions","Waste management",3,34,7
"2385","degree_down1",3,"Generalised functions","Waste management",13,43,17
"2386","degree_total1",3,"Generalised functions","Waste management",16,47,17
"2387","degree_up2",3,"Generalised functions","Waste management",8,109,16
"2388","degree_up3",3,"Generalised functions","Waste management",0,12,1
"2389","degree_down2",3,"Generalised functions","Waste management",78,48,32
"2390","degree_down3",3,"Generalised functions","Waste management",0,23,1
"2391","nodeDegree_up1",3,"Generalised functions","Waste management",3,34,7
"2392","nodeDegree_down1",3,"Generalised functions","Waste management",13,43,17
"2393","nodeDegree_total1",3,"Generalised functions","Waste management",16,47,17
